_MeanReward,Steps,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
108.91778094025074,3227,0.12341027467938298,-1.019512335681476,1.1943697521169774,0.058305391123118784,0.0510911,-2.4798486,2.4738486,0.40225655,1.0789152169893061e-16,-4.109418279982991,2.3942359129203035,0.9999765027527681,0.2332987853565415,-0.01090909334720346,0.6061666999259023,0.022971405037920792,20,-0.013990533,7.369115,0.009174602,1.5,1.0,0.01738450534125327,0.24496236394879956,-0.14504413845267838
123.67857609393539,3631,-0.0580715931771081,-1.1691673986555688,0.647353254358687,0.042777523432733416,0.0077597382,-2.4673011,2.5882125,0.39414063,1.4089528222177696e-16,-3.460960852779591,2.7354561065216703,0.9999762820242644,0.26439728223181935,-0.015865455381547537,0.5802636513907334,0.02575276458121267,40,-0.007388084,7.3771267,0.005210405,1.5,1.0,0.020772022817477254,0.2066414777168072,-0.17587385543775702
130.11449841524671,3865,-0.02308570261699429,-1.0918824713297435,0.6633913204466543,0.04286381747465141,0.0056766667,-2.4354444,2.453257,0.39832956,7.353611754308928e-18,-4.378748939597897,1.75757330119915,0.9999758685288861,0.2723774999726484,-0.013214308102132687,0.610826336849805,0.02798326010820579,60,-0.007783939,7.4010525,0.0062525743,2.25,1.0,0.02319700597998895,0.1725541444251012,0.10465237500960944
109.30689367492978,3271,-0.017697025047759933,-1.1536789060267392,0.6610590089647731,0.03978115582627919,0.0066306093,-2.4636097,2.5881739,0.39902002,0.0,-3.3102491813447834,2.1215442494075045,0.9999802437743552,0.25325079811171153,-0.013892515756195692,0.6181779440165465,0.028518675251520843,80,-0.0056413617,7.382103,0.003078034,2.25,1.0,0.0276209743426076,0.03983599742286703,-0.06639522390371777
103.12629706495196,3084,-0.019132407648044955,-1.1316647648143292,0.6666406181424757,0.04170840401652607,0.0047447067,-2.514243,2.722219,0.3992955,3.22555068114183e-17,-3.4351969256049997,1.8968003075299298,0.9999784457928104,0.23464723045055658,-0.008442833329630965,0.6012770213325407,0.022250840027243392,100,-0.0049193418,7.3832355,0.0029885168,2.25,1.0,0.018776631429276096,0.16927340048606332,0.076954458925371
158.7589874173656,4579,0.01750872194190107,-1.1526254897397363,0.7404597232085129,0.04063149743443529,0.014639706,-2.6571872,3.204974,0.39994848,2.482787458432322e-17,-4.719192081986952,2.1335507255967587,0.9999775267641738,0.33521165613007925,-0.010981634342402695,0.7187945199985444,0.04137055342646797,120,-0.004940126,7.40261,0.002710998,2.25,1.0,0.037435079222474535,0.13743888059490095,0.003353560395365718
153.2259363796499,4469,0.0007232200108146046,-1.1462903128091397,0.8059308696278134,0.04746257521059861,0.016080199,-2.50285,2.4760962,0.40511113,-1.2719494039115689e-17,-3.859207549732526,2.179939656839914,0.9999815083366578,0.3084151994897912,-0.00922822699046811,0.6924378288614147,0.03513909799944443,140,-0.0040282514,7.4158974,0.0024640635,2.25,1.0,0.02894875023404222,0.18269543091389062,-0.04329246237411222
151.6342757904824,4387,0.013107614838980255,-1.17680936213938,0.8495189127146929,0.04619399941930058,0.018201433,-2.4210188,2.6573756,0.4137538,-6.4786207956243465e-18,-4.0880316539069534,2.2840090739156294,0.9999818256196724,0.29991602622736924,-0.017605030820311306,0.6623463306588183,0.033506302445854196,160,-0.004672149,7.4150476,0.002681654,2.25,1.0,0.026617620476027355,0.2092462905620195,0.04505223106329559
180.5456873688489,5178,0.019749652137390727,-1.172551248248852,0.8076884143580505,0.046341028788428835,0.022532454,-2.605487,2.823115,0.41393292,4.3911486180616465e-17,-6.07345911170517,2.192358976230926,0.9999773535332177,0.33883386171172303,-0.009001121416089962,0.7041421545174426,0.03561280882370645,180,-0.004030758,7.407762,0.0019853825,2.25,1.0,0.028944932072241133,0.19761483346291497,0.08313338770864331
131.47267070484065,3857,4.3744056096927376e-05,-1.1865934249459167,0.7830312593734549,0.04745611697520394,0.01068368,-2.5978608,2.6583366,0.4086528,-1.4737728509413536e-17,-4.302482197615754,2.788891419432999,0.9999814089049357,0.2864196080323972,-0.008625988301901096,0.6771394915654897,0.03264178417864896,200,-0.0049042245,7.393796,0.00264172,2.25,1.0,0.02821889093036408,0.15029683852537135,-0.01679363136504275
