_MeanReward,Steps,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
98.54988281985209,3092,0.08206994804859895,-1.0822537265428063,1.3325509224603256,0.06460444275909381,0.037513845,-2.6667416,2.8605561,0.40906286,-1.2868820570040623e-16,-2.930209771700912,2.661618190285603,0.9999771707764729,0.21087808346650613,-0.011404049908772404,0.5454018801982107,0.01790234031613551,20,-0.016685735,7.3827496,0.010116791,1.5,1.0,0.01326627505509929,0.26128062398129737,-0.49782372193287316
86.78193636831688,2712,-0.06565556459891797,-1.0907651009917774,0.5921758436171318,0.038403313824238866,-0.010448721,-3.235523,3.027069,0.39503992,0.0,-3.258644282173109,2.8860336360918866,0.9999746692526709,0.19311511109055385,-0.010345959599457282,0.5484179739694836,0.01651102231914243,40,-0.009451558,7.406868,0.006334775,2.25,1.0,0.013229983087859614,0.20423907694307608,-0.06167559590966731
72.28940859232924,2329,-0.02665491807130668,-1.0929491554223965,0.6130961082618971,0.037508791233658405,0.006896776,-2.7579951,2.4307423,0.39887434,-1.8305094094291977e-17,-3.6048055781199713,2.5507154899558566,0.9999713708791574,0.15286896380736,-0.008784087276813814,0.4363760950085837,0.010200840479938252,60,-0.008565119,7.3939266,0.0043406687,2.25,1.0,0.0077436864524238315,0.3259824658032997,0.2790247421623021
103.29630765310314,3284,0.013786826104113139,-1.0677830476102566,0.7817012244697752,0.04269779667461764,0.011554113,-2.3939888,2.5717368,0.40210605,7.78914083050049e-17,-3.5581652808916995,3.4658430598098,0.9999688575654108,0.23112314475920548,-0.008228236334238326,0.6025868107429688,0.022779084296872434,80,-0.006383702,7.3810554,0.0034332532,2.25,1.0,0.021766407679193904,0.11715605093915249,0.007190008368879952
95.49899864565553,2952,0.0019769770387474523,-1.0940053972645845,0.6799875043916188,0.040483566574653615,0.0084524425,-2.756946,2.6539905,0.40168962,-3.851180139621139e-17,-3.7867514933410376,3.0592760040930633,0.9999750036778804,0.20571886606153575,-0.011926077883859111,0.5732075462293678,0.019270977206922627,100,-0.0071370667,7.362091,0.0041205646,2.25,1.0,0.016403381215252314,0.18523291579648915,0.01847209087456958
82.67595060179163,2594,-0.01249202809758728,-1.1009110563456894,0.8507484751300273,0.04619060453193839,-0.004478903,-2.5802445,2.3319662,0.39722186,0.0,-4.062404384005514,3.074475438219789,0.9999764326941112,0.19004505617825715,-0.010248013422424275,0.5390450984454691,0.017188808819351885,120,-0.007136192,7.3333497,0.003588432,2.25,1.0,0.014401882921110285,0.17283090048024274,-0.0030792541713737798
90.80381140618331,2875,0.008382877973833558,-1.0563587671048837,0.8129853463310094,0.042418708207909966,0.007028178,-2.5519297,2.491641,0.39852613,0.0,-3.297837421759401,2.8057232544676447,0.9999740038837223,0.21857027530226816,-0.010459233583767791,0.6118565867121405,0.02562452082096449,140,-0.0074316654,7.3507695,0.0041541457,2.25,1.0,0.021201304617953547,0.18170325488259653,-0.2596876084945752
83.014474385257,2584,-0.0036547283789807833,-1.0930347947592323,0.8303906364723975,0.04168628916662357,0.0033287597,-2.447039,2.2276669,0.40354973,2.1998227113315797e-17,-3.1811512348668534,2.8531901700209183,0.9999753123737235,0.1805259842601456,-0.012161976142216886,0.46530259635274573,0.013424099362591467,160,-0.009322842,7.35419,0.0050072037,2.25,1.0,0.011142595691259622,0.2119031313721692,-0.009984630119440396
92.63897286804755,2953,0.014583532865082866,-1.0579751366226469,0.771666986261102,0.04547394668550049,0.009307067,-2.502927,2.499713,0.4106335,0.0,-3.8639050616620576,2.8296135423898887,0.9999777898057814,0.1989174961416627,-0.013322663500085777,0.49044922580960904,0.015161649582010663,180,-0.0061465306,7.376253,0.0034206382,2.25,1.0,0.010673533452879193,0.3080015865835739,-0.10656077042379164
99.79024728619345,3033,0.007305538559255316,-1.0387967422602278,0.8250126078120433,0.04402417648891753,0.0057085096,-3.170039,2.477838,0.40950522,3.748329631441346e-17,-3.98824803682904,2.4437033566324464,0.9999706555934275,0.21609054454391546,-0.010950792827410632,0.5426328023225934,0.01930376078856611,200,-0.007966388,7.3565636,0.004510211,2.25,1.0,0.01336197840134948,0.3290286427169242,0.17191579561085557
113.25839195446721,3502,0.022306574035915964,-1.1088946806259652,0.9327284020409059,0.04613382118755745,0.006440139,-2.5899024,2.4391868,0.40649104,-3.246340311867962e-17,-3.818953402356166,2.7629361510607358,0.9999727623808243,0.2487590713295951,-0.015950923789630984,0.5576955519304855,0.024504041713432914,220,-0.005680174,7.3137093,0.003147613,2.25,1.0,0.019485348955729613,0.21467247883950247,0.0045878737576404705
81.72291653987973,2521,-0.004456824153684275,-1.0829074392475655,0.7448224734586327,0.042912399614144975,0.008274024,-2.5786464,2.4756641,0.3983562,-6.764389392400795e-17,-3.5711724791636215,2.9403578424396914,0.9999755319308347,0.17706570149255024,-0.011319467390152577,0.47551509258471847,0.012338552396617693,240,-0.009854404,7.396342,0.0061196936,3.375,1.0,0.010913430249851901,0.20902116898787793,0.16308959094961462
93.78200977131299,2976,0.004752417375376888,-1.1079041045593638,0.7532344658055674,0.045034050306628104,0.0033210632,-2.6643667,2.5896547,0.410524,-2.865091676452017e-17,-3.869973797039684,3.046599902621997,0.9999746978450369,0.20484211983126815,-0.010306155595535538,0.5530550269465228,0.017704060003994573,260,-0.0051889736,7.3970575,0.0014925229,2.25,1.0,0.010630148603159584,0.40924387097837345,0.07949000260663819
110.6748270272567,3450,0.017474564381659875,-1.1159456417676585,0.7927218619159268,0.04562943804232888,0.0092170825,-2.6043801,2.7839422,0.41716892,-5.560769236383393e-17,-3.7710063894384045,2.586948470539139,0.9999723450207131,0.24199330784819498,-0.008979824470717292,0.5671369182358837,0.02233806159607197,280,-0.0044750255,7.37481,0.0026906345,2.25,1.0,0.016350215125885376,0.2967824095159398,-0.0067882768200733246
106.17757513628908,3343,0.019423684879642,-1.1105227877886805,0.7808518128479641,0.04359971889861969,0.013362233,-2.4405057,2.5942187,0.40303957,0.0,-3.614961276156012,2.603815189279982,0.9999765295340476,0.21333852758060573,-0.011519194786669696,0.5248856400365374,0.01581287061645874,300,-0.006099747,7.3775253,0.0031329305,2.25,1.0,0.010523474385953534,0.35640302364451226,0.041290608993979405
93.57332029763143,2870,0.013082827253968485,-1.1122357588081453,0.8027538115037531,0.047496622717319185,0.00829701,-3.02041,2.762386,0.41436255,4.951517322370036e-18,-3.6242582108271892,2.822654224015108,0.9999770394625281,0.2089061714951496,-0.011465313292654183,0.58480902349922,0.019357010707777407,320,-0.00700175,7.38231,0.003970378,2.25,1.0,0.014008245570478545,0.2845649393264239,0.07508907889764826
106.69295616026473,3389,0.027219365956433046,-1.103438348346636,0.8329202732235618,0.04722742389261438,0.012085721,-2.451162,2.8279057,0.41079605,5.0318753786492785e-17,-3.4132382699649964,2.3581039686226495,0.9999735945592705,0.23269679593467107,-0.023577049276704735,0.5931340119558642,0.02313095815387126,340,-0.0053280545,7.392007,0.0027264815,2.25,1.0,0.017923073505668522,0.2294659374921264,0.07046340023559694
